,Unnamed: 0,S#,Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Day,Date-old,Islamic Date Old,coordinates,Islamic Month,Year,Weights
478,478,479,2017-02-15,<ummalqura.hijri_date.HijriDate object at 0x122d67a20>,Working Day,,3:30 PM,hayatabad,33.986111, 71.456944,kpk,Hayatabad Medical Complex,Commercial/residence,Medium,Open,inauguration of the Out Patient Department (OPD) at the Hayatabad Medical Complex,Civilian Judges,None,1.0,1.0,4.0,18,1.0,15 KG,Hayatabad Medical Complex,16.63,61.934,Wednesday,Wednesday-Feb-15-2017,19 Jumada al-awwal 1438 A.H,"(33.986111, 71.456944)",5,2017,15
479,479,480,2017-02-15,<ummalqura.hijri_date.HijriDate object at 0x122d67a58>,Working Day,,9:00 AM,"mosal kor, mohmand agency",34.553808000000004,71.434141,fata,Office of political agent,Government,High,,,Government Official,None,1.0,1.0,0.0,0,1.0,,,,,Wednesday,Wednesday-Feb-15-2017,19 Jumada al-awwal 1438 A.H,"(34.553808000000004,71.434141)",5,2017,0
480,480,481,2017-02-16,<ummalqura.hijri_date.HijriDate object at 0x122d67a90>,Working Day,,6:00 PM,sehwan town,26.419314,67.859373,sindh,Lal Shahbaz Qalandar shrine,Religious,High,Closed,Attack on shia community,Shia sect,shiite,70.0,72.0,150.0,200,1.0,,1. Sehwan Taluka Hospital 2. Combined Military Hospital Hyderabad,23.71,74.678,Thursday,Thursday-Feb-16-2017,20 Jumada al-awwal 1438 A.H,"(26.419314,67.859373)",5,2017,0
481,481,482,2017-02-21,<ummalqura.hijri_date.HijriDate object at 0x122d67ac8>,Working Day,,9:00 AM,"tangi, charsadda district",34.3,71.653889,kpk,Court,Government,High,Closed,Attack on lawyers and judges,Judges & lawyers,None,6.0,7.0,15.0,20,2.0,,Lady Reading Hospital,11.18,52.124,Tuesday,Tuesday-Feb-21-2017,25 Jumada al-awwal 1438 A.H,"(34.3,71.653889)",5,2017,0
482,482,483,2017-04-05,<ummalqura.hijri_date.HijriDate object at 0x122d67b38>,Working Day,,7:15 AM,lahore,31.463017,74.435675,punjab,Bedian Road,,Low,Open,Population Census Team,Military,None,6.0,7.0,19.0,22,,,"Combined Military Hospital (CMH), General Hospital",29.0,84.2,Wednesday,Wednesday-April-05-2017,08 Rajab 1438 A.H,"(31.463016999999997,74.435675)",7,2017,0
483,483,484,2017-05-12,<ummalqura.hijri_date.HijriDate object at 0x122d67ba8>,Working Day,,2:30 PM,quetta,29.800833,66.848056,baluchistan,Town of Mastung, ,Low,Open,Sucide bomber wearing an explosive vest carried out the attack.,Government Official,None,25.0,28.0,35.0,37,1.0,,,44.0,111.0,Friday,Friday-May-12-2017,15 Shaban 1438 A.H,"(29.800833,66.848056)",8,2017,0
484,484,485,2017-05-20,<ummalqura.hijri_date.HijriDate object at 0x122d67c50>,Weekend,,,kohat,33.38752,71.340408,kpk,Kamal khel area near lachi kohat,Police,Low,Open,Terrorist ambushed a police party while it was on its way to arrest criminals,Police,None,1.0,4.0,0.0,0,,,,37.0,99.0,Saturday,Saturday-May-20-2017,23 Shaban 1438 A.H,"(33.38752,71.340408)",8,2017,0
485,485,486,2017-06-23,<ummalqura.hijri_date.HijriDate object at 0x122d67cc0>,Working Day,,1:30 PM,quetta,33.88423,70.10878,baluchistan,Parachinar town in the restive tribal bel,Religious,Low,Open,Suicide bombers targeting the capital of Balochistan province and the Shia-majority Parachinar town days before the end of the holy month of Ramzan.,Shia sect,Shiite,30.0,85.0,100.0,100+,3.0,75KG,,36.0,97.0,Friday,Friday-June-23-2017,27 RamaDHaan 1438 A.H,"(33.88423,70.10878)",9,2017,75
486,486,487,2017-07-10,<ummalqura.hijri_date.HijriDate object at 0x122d67d68>,Working Day,,11:43 AM,chaman,30.90983,66.452402,baluchistan,Boghra Road,,Low,Open,Sucide bomber wearing an explosive vest carried out the attack.,Police,None,1.0,3.0,1.0,11,1.0,,,38.0,100.0,Monday,Monday-July-10-2017,16 SHawwal 1438 A.H,"(30.90983,66.452402)",10,2017,0
487,487,488,2017-07-17,<ummalqura.hijri_date.HijriDate object at 0x122d67e10>,Working Day,,,peshawar,34.015,71.5805,kpk,near the Afghan border,Military,High,open,suicide bomber riding on a motorcycle hit a Frontier Corps vehicle in Peshawar,Military,None,1.0,2.0,1.0,7,1.0,,,37.0,98.0,Monday,Monday-July-17-2017,22 Shawaal 1438 A.H,"(34.015,71.5805)",10,2017,0
488,488,489,2017-07-17,<ummalqura.hijri_date.HijriDate object at 0x122d67eb8>,Working Day,,,peshawar,34.015,71.5805,kpk,southwestern Chaman province,Military,High,Open,bomb struck in southwestern Chaman province,Military,None,1.0,1.0,1.0,1,1.0,,,37.0,98.0,Monday,Monday-July-17-2017,22 Shawaal 1438 A.H,"(34.015,71.5805)",10,2017,0
489,489,490,2017-07-24,<ummalqura.hijri_date.HijriDate object at 0x122d67f60>,Working Day,,3:55 PM,lahore,31.500875,74.33312,punjab,near Arfa Karim IT Tower Ferozepur Road,,Medium,Open,,Police,,26.0,27.0,56.0,56,1.0,,"Jinnah Hospital, General Hospital, Ittefaq Hospital",32.0,88.0,Monday,Monday-July-24-2017,29 Shawaal 1438 A.H,"(31.500875,74.33312)",11,2017,0
490,490,491,2017-08-12,<ummalqura.hijri_date.HijriDate object at 0x122d64048>,Weekend,,5:00 PM,quetta,30.203658,67.004469,baluchistan,Pishin bus stop,,Medium,Open,the attacker had been carrying 25kg of “incendiary explosives” on a motorcycle that he had rammed into the military truck,Military,None,15.0,15.0,40.0,40,1.0,25KG,,29.0,,Saturday,Saturday-August-12-2017,12 Zeqad 1438 A.H.,"(30.203658,67.004469)",11,2017,25
491,491,492,2017-10-05,<ummalqura.hijri_date.HijriDate object at 0x122d640b8>,Working Day,,,quetta,28.571051,67.496895,baluchistan,Fateh Pur Shrine in Jhal Magsi village,Religious,High,Open/Closed,at the entrance of shrine,Civilian,None,21.0,22.0,25.0,,1.0,,"Larkana Hospital, Gandawah District Headquarters Hospital, 1 shifted to Aga Khan Hospital KHI",27.8,81.0,Thursday,Thursday-October-05-2017,13 MuHarram 1439 A.H,"(28.571051,67.496895)",1,2017,0
492,492,493,2017-10-19,<ummalqura.hijri_date.HijriDate object at 0x122d64128>,Working Day,,8:00 AM,quetta,,,baluchistan,Sariab Mill area,Highway,Low,Open,explosives-laden vehicle rammed into a security forces convoy on the Quetta-Sibi Highway ,Police,None,7.0,7.0,22.0,22,1.0,,,26.0,79.0,Thursday,Thursday-October-19-2017,27 MuHarram 1439 A.H,"(nan,nan)",1,2017,0
493,493,494,2017-11-09,<ummalqura.hijri_date.HijriDate object at 0x122d64198>,Working Day,,7:00 AM,quetta,30.221057,67.002524,baluchistan,Quetta's Chaman Housing Scheme on airport road,Police,Low,Open,AIG Hamid Shakil’s vehicle,Police,None,2.0,2.0,8.0,8,1.0,15KG,"Combined Military Hospital (CMH)-(Quetta), Civil Hospital(Quetta)",25.0,77.0,Thursday,Thursday-November-9-2017,19 Safar 1439 A.H,"(30.221057000000002,67.002524)",2,2017,15
494,494,495,2017-11-24,<ummalqura.hijri_date.HijriDate object at 0x122d641d0>,Working Day,,7:00 AM,peshawar,33.970623,71.43862,kpk,"Near Zarghuni Masjid, Phase-2 Hayatabad",Police,Low,Open,a police vehicle of AIG Asharf Noor ,Police,None,1.0,3.0,6.0,8,1.0,20KG,Hayatabad Medical Complex(Peshawar),22.0,72.0,Friday,Friday-November-24-2017,5 Rabi Al-Awwal 1439 A.H,"(33.970622999999996,71.43862)",3,2017,20
495,495,496,2017-11-25,<ummalqura.hijri_date.HijriDate object at 0x122d64240>,Working Day,,7:00 AM,quetta,30.139626,66.981476,baluchistan,"Sariab Road, near Bus terminal",Military,Medium,Open,"transport for a colonel in Pakistan's armed forces, was parked near a bus terminal",Military,None,4.0,4.0,16.0,22,1.0,10KG,Civil Hospital(Quetta),29.0,84.0,Saturday,Saturday-November-25-2017,6 Rabi Al-Awwal 1439 A.H,"(30.139626,66.981476)",3,2017,10
